sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
MC457,-73.5356995,45.54788829,-73.53570873,45.54792489,1,NORMAL,Double,MC456,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC458,-73.5356376,45.54799699,-73.53567792,45.54797868,1,NORMAL,Double,MC459,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC459,-73.5356376,45.54799699,-73.53564646,45.54803361,1,NORMAL,Double,MC458,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC470,-73.53534708,45.54886839,-73.5353369,45.54883741,1,NORMAL,Double,MC471,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC471,-73.53534708,45.54886839,-73.53531063,45.54888292,1,NORMAL,Double,MC470,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC474,-73.53527414,45.54899596,-73.5352326,45.54901422,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC475,-73.53521542,45.54909678,-73.53520646,45.54906308,1,NORMAL,Double,MC476,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC476,-73.53521542,45.54909678,-73.53517662,45.54911478,1,NORMAL,Double,MC475,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC483,-73.5352367,45.54869559,-73.53527329,45.54868318,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC485,-73.53517018,45.54881093,-73.53520769,45.54879685,1,NORMAL,Double,MC486,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC486,-73.53517018,45.54881093,-73.53518071,45.5488436,1,NORMAL,Double,MC485,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC487,-73.53511398,45.54890945,-73.53515237,45.5488927,1,NORMAL,Double,MC488,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC488,-73.53511398,45.54890945,-73.53512474,45.54894057,1,NORMAL,Double,MC487,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC489,-73.53505623,45.54900808,-73.53509429,45.54899123,1,NORMAL,Double,MC490,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC490,-73.53505623,45.54900808,-73.53506737,45.54903987,1,NORMAL,Double,MC489,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC491,-73.5350236,45.5490658,-73.53504048,45.54908646,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC497,-73.53499562,45.54947548,-73.53495619,45.54949322,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC498,-73.53493523,45.5495792,-73.53492542,45.54954652,1,NORMAL,Double,MC499,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC499,-73.53493523,45.5495792,-73.53489623,45.54959711,1,NORMAL,Double,MC498,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC502,-73.53482525,45.54977127,-73.53481514,45.54973762,1,NORMAL,Double,MC503,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC503,-73.53482525,45.54977127,-73.53478501,45.54978981,1,NORMAL,Double,MC502,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC504,-73.53478481,45.54984315,-73.53475489,45.54984201,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC509,-73.53478858,45.54947005,-73.53482808,45.54945127,1,NORMAL,Double,MC510,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC510,-73.53478858,45.54947005,-73.53479944,45.54950089,1,NORMAL,Double,MC509,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC511,-73.53473044,45.5495729,-73.53476818,45.54955506,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC514,-73.53465093,45.54971302,-73.53468899,45.5496963,1,NORMAL,Double,MC515,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC515,-73.53465093,45.54971302,-73.53466001,45.54974652,1,NORMAL,Double,MC514,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC516,-73.53459212,45.54981493,-73.53463102,45.54979673,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC522,-73.534581,45.55019991,-73.53453995,45.55021849,1,HANDICAPÉ,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC523,-73.53451966,45.55029944,-73.53450928,45.55026736,1,NORMAL,Double,MC524,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC524,-73.53451966,45.55029944,-73.53447895,45.55031633,1,NORMAL,Double,MC523,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC528,-73.53440059,45.5504922,-73.53439202,45.55046065,1,NORMAL,Double,MC529,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC529,-73.53440059,45.5504922,-73.53435821,45.55051176,1,NORMAL,Double,MC528,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC530,-73.53436326,45.5505514,-73.53432807,45.55056399,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC535,-73.53437808,45.55019119,-73.53441664,45.55017399,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC536,-73.53434915,45.55024101,-73.5343881,45.55022345,1,NORMAL,Double,MC537,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC537,-73.53434915,45.55024101,-73.53435955,45.55027291,1,NORMAL,Double,MC536,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC563,-73.53352686,45.55181042,-73.5334921,45.55182154,1,HANDICAPÉ,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC564,-73.53346359,45.55190198,-73.53345849,45.55187044,1,NORMAL,Double,MC565,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC565,-73.53346359,45.55190198,-73.53342461,45.55191924,1,NORMAL,Double,MC564,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC566,-73.53339579,45.55200193,-73.5333899,45.55197061,1,NORMAL,Double,MC567,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC567,-73.53339579,45.55200193,-73.53335642,45.55201929,1,NORMAL,Double,MC566,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC568,-73.53332443,45.55210233,-73.53332193,45.55207097,1,NORMAL,Double,MC569,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC569,-73.53332443,45.55210233,-73.53328669,45.55212239,1,NORMAL,Double,MC568,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC570,-73.53329098,45.55215447,-73.53325047,45.55217612,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC578,-73.53395676,45.5508773,-73.53398922,45.55086266,1,NORMAL,Double,MC579,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC579,-73.53395676,45.5508773,-73.53395999,45.55090834,1,NORMAL,Double,MC578,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC580,-73.53389483,45.55097294,-73.5339283,45.55095577,1,NORMAL,Double,MC581,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC581,-73.53389483,45.55097294,-73.53389993,45.55099925,1,NORMAL,Double,MC580,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC602,-73.53313409,45.55206239,-73.53316533,45.55205953,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC614,-73.53287082,45.55279416,-73.53283976,45.55275684,1,NORMAL,Double,MC615,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC615,-73.53287082,45.55279416,-73.53280862,45.55280226,1,NORMAL,Double,MC614,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC618,-73.53277042,45.55294297,-73.53272426,45.55292302,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC619,-73.53272783,45.55300815,-73.53269184,45.55296924,1,NORMAL,Double,MC620,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC620,-73.53272783,45.55300815,-73.53266111,45.55301316,1,NORMAL,Double,MC619,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC625,-73.53279406,45.55256978,-73.5328302,45.55255472,1,NORMAL,Double,MC626,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC626,-73.53279406,45.55256978,-73.53279268,45.55260667,1,NORMAL,Double,MC625,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC627,-73.53272276,45.55267187,-73.53275851,45.55265622,1,NORMAL,Double,MC628,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC628,-73.53272276,45.55267187,-73.53272097,45.55271131,1,NORMAL,Double,MC627,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC629,-73.53264445,45.5527838,-73.53267914,45.55277072,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC630,-73.53263274,45.55280057,-73.53263949,45.55282697,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC631,-73.53257904,45.55287777,-73.53260211,45.55288063,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC632,-73.53253771,45.55293808,-73.53256989,45.55292813,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC636,-73.53256159,45.55324382,-73.53252306,45.55321751,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC637,-73.53251847,45.55330561,-73.53249123,45.55326377,1,NORMAL,Double,MC638,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC638,-73.53251847,45.55330561,-73.53245461,45.55331697,1,NORMAL,Double,MC637,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC639,-73.53244628,45.55340903,-73.53241689,45.55336642,1,NORMAL,Double,MC640,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC640,-73.53244628,45.55340903,-73.53238013,45.55341983,1,NORMAL,Double,MC639,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC641,-73.5323689,45.55351659,-73.53234337,45.55347324,1,NORMAL,Double,MC642,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC642,-73.5323689,45.55351659,-73.53230661,45.55352665,1,NORMAL,Double,MC641,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC643,-73.53229844,45.55362087,-73.53226985,45.55358006,1,NORMAL,Double,MC644,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC644,-73.53229844,45.55362087,-73.53223483,45.55363094,1,NORMAL,Double,MC643,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC645,-73.53222293,45.55372926,-73.53219546,45.55368814,1,NORMAL,Double,MC646,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC646,-73.53222293,45.55372926,-73.53216247,45.55373608,1,NORMAL,Double,MC645,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC649,-73.53233688,45.55318088,-73.53238417,45.55319123,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC650,-73.53229379,45.55324279,-73.53234929,45.5532419,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC651,-73.53226306,45.55328703,-73.53231731,45.55328837,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC652,-73.53221895,45.55334425,-73.5322831,45.55333809,1,NORMAL,Double,MC653,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC653,-73.53221895,45.55334425,-73.53225066,45.55338522,1,NORMAL,Double,MC652,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC654,-73.53216145,45.55343296,-73.53221636,45.55343506,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC668,-73.53188071,45.55422569,-73.53185742,45.55418408,1,NORMAL,Double,MC669,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC669,-73.53188071,45.55422569,-73.53182029,45.55423803,1,NORMAL,Double,MC668,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC670,-73.53181001,45.55433155,-73.53178717,45.55428945,1,NORMAL,Double,MC671,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC671,-73.53181001,45.55433155,-73.53174905,45.55434484,1,NORMAL,Double,MC670,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC672,-73.53176582,45.55440018,-73.5317153,45.55439786,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC677,-73.53179027,45.55396958,-73.5318449,45.55397341,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC678,-73.53176654,45.55400192,-73.53181133,45.5540222,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC679,-73.53171153,45.55408329,-73.53177587,45.55407371,1,NORMAL,Double,MC680,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC680,-73.53171153,45.55408329,-73.53174041,45.55412523,1,NORMAL,Double,MC679,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC681,-73.53164244,45.55419357,-73.53170338,45.55418218,1,NORMAL,Double,MC682,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC682,-73.53164244,45.55419357,-73.53166665,45.55423554,1,NORMAL,Double,MC681,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC683,-73.53157022,45.55430305,-73.53162992,45.55428891,1,NORMAL,Double,MC684,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC684,-73.53157022,45.55430305,-73.53159553,45.55433888,1,NORMAL,Double,MC683,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC688,-73.53159949,45.55466271,-73.5315706,45.5546257,1,NORMAL,Double,MC689,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC689,-73.53159949,45.55466271,-73.53153551,45.55467799,1,NORMAL,Double,MC688,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC690,-73.53154563,45.55474655,-73.53150116,45.5547324,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC691,-73.53151044,45.55479837,-73.53146772,45.55478537,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC692,-73.53146773,45.55486776,-73.53143175,45.55484234,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC693,-73.53144826,45.55489812,-73.53139928,45.55489377,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC694,-73.53139371,45.55499335,-73.53136375,45.55495005,1,NORMAL,Double,MC695,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC695,-73.53139371,45.55499335,-73.53132739,45.55500763,1,NORMAL,Double,MC694,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC696,-73.53132405,45.55510375,-73.53129396,45.55506058,1,NORMAL,Double,MC697,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC697,-73.53132405,45.55510375,-73.53126208,45.55511109,1,NORMAL,Double,MC696,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC700,-73.5313786,45.55459455,-73.53144172,45.55458702,1,NORMAL,Double,MC701,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC701,-73.5313786,45.55459455,-73.53141021,45.55463692,1,NORMAL,Double,MC700,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC702,-73.53131203,45.55469981,-73.53137871,45.55468682,1,NORMAL,Double,MC703,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC703,-73.53131203,45.55469981,-73.53134347,45.55474264,1,NORMAL,Double,MC702,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC704,-73.53125416,45.55479133,-73.53130823,45.55479845,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC718,-73.53100495,45.5556059,-73.53097376,45.55557109,1,NORMAL,Double,MC719,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC719,-73.53100495,45.5556059,-73.53094249,45.55562063,1,NORMAL,Double,MC718,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC720,-73.53093808,45.5557129,-73.53090906,45.55567358,1,NORMAL,Double,MC721,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC721,-73.53093808,45.5557129,-73.53087563,45.55572653,1,NORMAL,Double,MC720,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC722,-73.53084573,45.5558129,-73.5308422,45.55577947,1,NORMAL,Double,MC723,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC723,-73.53084573,45.5558129,-73.53080977,45.55583084,1,NORMAL,Double,MC722,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC726,-73.53093486,45.55529923,-73.5309942,45.55529243,1,NORMAL,Double,MC727,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC727,-73.53093486,45.55529923,-73.53096277,45.5553422,1,NORMAL,Double,MC726,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC728,-73.53086282,45.55540879,-73.53092951,45.55539489,1,NORMAL,Double,MC729,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC729,-73.53086282,45.55540879,-73.53089307,45.5554526,1,NORMAL,Double,MC728,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC730,-73.5307928,45.55551898,-73.53085857,45.55550726,1,NORMAL,Double,MC731,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC731,-73.5307928,45.55551898,-73.53082116,45.55556291,1,NORMAL,Double,MC730,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC732,-73.53072278,45.55562916,-73.53078757,45.5556161,1,NORMAL,Double,MC733,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC733,-73.53072278,45.55562916,-73.53075122,45.55567369,1,NORMAL,Double,MC732,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC734,-73.53065316,45.55573948,-73.53071694,45.55572798,1,NORMAL,Double,MC735,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC735,-73.53065316,45.55573948,-73.53068372,45.55577808,1,NORMAL,Double,MC734,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC740,-73.53070342,45.55608137,-73.53067438,45.55604477,1,NORMAL,Double,MC741,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC741,-73.53070342,45.55608137,-73.53064114,45.55609413,1,NORMAL,Double,MC740,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC742,-73.53063789,45.55618754,-73.53060632,45.55614927,1,NORMAL,Double,MC743,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC743,-73.53063789,45.55618754,-73.53057273,45.55620247,1,NORMAL,Double,MC742,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC744,-73.5305636,45.55629885,-73.53053914,45.55625931,1,NORMAL,Double,MC745,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC745,-73.5305636,45.55629885,-73.53050455,45.55631409,1,NORMAL,Double,MC744,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC746,-73.5304968,45.55641311,-73.53046904,45.55637033,1,NORMAL,Double,MC747,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC747,-73.5304968,45.55641311,-73.53043461,45.55642486,1,NORMAL,Double,MC746,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC748,-73.53042645,45.5565232,-73.53039848,45.55648208,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC752,-73.53048455,45.55600958,-73.53054703,45.55600321,1,NORMAL,Double,MC753,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC753,-73.53048455,45.55600958,-73.5305124,45.55605428,1,NORMAL,Double,MC752,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC754,-73.53040888,45.556124,-73.53047704,45.55611028,1,NORMAL,Double,MC755,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC755,-73.53040888,45.556124,-73.53044008,45.55616882,1,NORMAL,Double,MC754,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC756,-73.53033243,45.55623818,-73.53040312,45.55622736,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC765,-73.53024908,45.55679493,-73.53022276,45.5567604,1,NORMAL,Double,MC766,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC766,-73.53024908,45.55679493,-73.53019108,45.55681057,1,NORMAL,Double,MC765,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC767,-73.53020024,45.55687225,-73.53015751,45.55686374,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC768,-73.53015918,45.55693722,-73.53012394,45.5569169,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC769,-73.53011557,45.55700631,-73.53009038,45.55697006,1,NORMAL,Double,MC770,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC770,-73.53011557,45.55700631,-73.53005924,45.55701938,1,NORMAL,Double,MC769,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC771,-73.53006978,45.55707894,-73.53002486,45.55707382,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC772,-73.5300153,45.55716505,-73.52999197,45.55712592,1,NORMAL,Double,MC773,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC773,-73.5300153,45.55716505,-73.52995908,45.55717801,1,NORMAL,Double,MC772,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC777,-73.53003272,45.55673199,-73.53009062,45.55672222,1,NORMAL,Double,MC778,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC778,-73.53003272,45.55673199,-73.53005799,45.55677389,1,NORMAL,Double,MC777,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC779,-73.52996187,45.55684478,-73.53002268,45.55682983,1,NORMAL,Double,MC780,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC780,-73.52996187,45.55684478,-73.52998884,45.55688342,1,NORMAL,Double,MC779,Sainte-Catherine,0,Régulier Payez-Partez,100,S,
MC781,-73.52990421,45.55693657,-73.52995339,45.55693957,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC782,-73.52986011,45.55700601,-73.52991793,45.55699572,1,NORMAL,Double,MC783,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
MC783,-73.52986011,45.55700601,-73.52988801,45.55704312,1,NORMAL,Double,MC782,Sainte-Catherine,1,Régulier Payez-Partez,100,S,
N106,-73.56424179,45.50551026,-73.56428802,45.50549568,1,NORMAL,Double,N107,René-Lévesque,0,Régulier Payez-Partez,300,S,
N107,-73.56424179,45.50551026,-73.56425098,45.50554306,1,NORMAL,Double,N106,René-Lévesque,0,Régulier Payez-Partez,300,S,
N108,-73.56418452,45.50558344,-73.5642177,45.50558513,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
N122,-73.56335313,45.50653095,-73.56341895,45.50653023,1,NORMAL,Double,N123,René-Lévesque,0,Régulier Payez-Partez,300,S,
N123,-73.56335313,45.50653095,-73.56337894,45.5065746,1,NORMAL,Double,N122,René-Lévesque,0,Régulier Payez-Partez,300,S,
N124,-73.56327205,45.50662264,-73.56333811,45.50661988,1,NORMAL,Double,N125,René-Lévesque,1,Régulier Payez-Partez,300,S,
N125,-73.56327205,45.50662264,-73.56329813,45.50666553,1,NORMAL,Double,N124,René-Lévesque,1,Régulier Payez-Partez,300,S,
N126,-73.56319061,45.50671415,-73.56325653,45.50671166,1,NORMAL,Double,N127,René-Lévesque,1,Régulier Payez-Partez,300,S,
N127,-73.56319061,45.50671415,-73.56321493,45.5067578,1,NORMAL,Double,N126,René-Lévesque,1,Régulier Payez-Partez,300,S,
N128,-73.56310917,45.50680565,-73.56317393,45.50680206,1,NORMAL,Double,N129,René-Lévesque,1,Régulier Payez-Partez,300,S,
N129,-73.56310917,45.50680565,-73.56313272,45.50684775,1,NORMAL,Double,N128,René-Lévesque,1,Régulier Payez-Partez,300,S,
N130,-73.56302811,45.50689705,-73.56309356,45.50689247,1,NORMAL,Double,N131,René-Lévesque,1,Régulier Payez-Partez,300,S,
N131,-73.56302811,45.50689705,-73.56305105,45.50693961,1,NORMAL,Double,N130,René-Lévesque,1,Régulier Payez-Partez,300,S,
N132,-73.56294664,45.50698884,-73.56301119,45.50698381,1,NORMAL,Double,N133,René-Lévesque,1,Régulier Payez-Partez,300,S,
N133,-73.56294664,45.50698884,-73.56296907,45.50703052,1,NORMAL,Double,N132,René-Lévesque,1,Régulier Payez-Partez,300,S,
N134,-73.56285955,45.50707855,-73.56292863,45.50707537,1,NORMAL,Double,N135,René-Lévesque,1,Régulier Payez-Partez,300,S,
N135,-73.56285955,45.50707855,-73.56288678,45.50712183,1,NORMAL,Double,N134,René-Lévesque,1,Régulier Payez-Partez,300,S,
N136,-73.56277874,45.50716997,-73.56284675,45.50716761,1,NORMAL,Double,N137,René-Lévesque,1,Régulier Payez-Partez,300,S,
N137,-73.56277874,45.50716997,-73.56280557,45.50721328,1,NORMAL,Double,N136,René-Lévesque,1,Régulier Payez-Partez,300,S,
N138,-73.56269728,45.50726146,-73.56276521,45.50725804,1,NORMAL,Double,N139,René-Lévesque,1,Régulier Payez-Partez,300,S,
N139,-73.56269728,45.50726146,-73.56272176,45.50730752,1,NORMAL,Double,N138,René-Lévesque,1,Régulier Payez-Partez,300,S,
N140,-73.56261344,45.50736551,-73.56267673,45.50735744,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
N141,-73.56256092,45.50741224,-73.56262981,45.50740767,1,NORMAL,Double,N142,René-Lévesque,1,Régulier Payez-Partez,300,S,
N142,-73.56256092,45.50741224,-73.56258474,45.50745765,1,NORMAL,Double,N141,René-Lévesque,1,Régulier Payez-Partez,300,S,
N144,-73.56226597,45.50773915,-73.56232984,45.50773936,1,NORMAL,Double,N145,René-Lévesque,0,Régulier Payez-Partez,300,S,
N145,-73.56226597,45.50773915,-73.56229293,45.5077815,1,NORMAL,Double,N144,René-Lévesque,0,Régulier Payez-Partez,300,S,
N146,-73.56218482,45.50783091,-73.56225179,45.50782711,1,NORMAL,Double,N147,René-Lévesque,1,Régulier Payez-Partez,300,S,
N147,-73.56218482,45.50783091,-73.56221066,45.50787273,1,NORMAL,Double,N146,René-Lévesque,1,Régulier Payez-Partez,300,S,
N148,-73.56210508,45.50791581,-73.56216893,45.507919,1,NORMAL,Simple,,René-Lévesque,1,Régulier Payez-Partez,300,S,
N149,-73.56206074,45.50796686,-73.56212834,45.50796401,1,NORMAL,Double,N150,René-Lévesque,1,Régulier Payez-Partez,300,S,
N150,-73.56206074,45.50796686,-73.56208567,45.50801132,1,NORMAL,Double,N149,René-Lévesque,1,Régulier Payez-Partez,300,S,
N165,-73.56124809,45.50886434,-73.56134241,45.50887587,1,NORMAL,Double,N166,René-Lévesque,1,Régulier Payez-Partez,300,S,
N166,-73.56124809,45.50886434,-73.56130472,45.50891996,1,NORMAL,Double,N165,René-Lévesque,1,Régulier Payez-Partez,300,S,
N167,-73.56117674,45.50896017,-73.56126562,45.50896633,1,NORMAL,Double,N168,René-Lévesque,1,Régulier Payez-Partez,300,S,
N168,-73.56117674,45.50896017,-73.56122554,45.50901319,1,NORMAL,Double,N167,René-Lévesque,1,Régulier Payez-Partez,300,S,
N169,-73.56110556,45.50905657,-73.56118663,45.50905826,1,NORMAL,Double,N170,René-Lévesque,1,Régulier Payez-Partez,300,S,
