sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
PM694,-73.6009518,45.52371888,-73.60091288,45.52372892,1,NORMAL,Double,PM693,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM696,-73.60086242,45.52381569,-73.60082029,45.52382831,1,NORMAL,Simple,,Saint-Viateur,0,Régulier Payez-Partez,300,S,
PM697,-73.6007853,45.52390264,-73.6007825,45.52386998,1,NORMAL,Double,PM698,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM698,-73.6007853,45.52390264,-73.60074099,45.5239145,1,NORMAL,Double,PM697,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM706,-73.60079607,45.52364594,-73.60079904,45.52367713,1,NORMAL,Simple,,Saint-Viateur,0,Régulier Payez-Partez,300,S,
PM708,-73.60064986,45.52379881,-73.60070123,45.52378231,1,NORMAL,Double,PM709,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM709,-73.60064986,45.52379881,-73.60065256,45.52383466,1,NORMAL,Double,PM708,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM716,-73.60043479,45.52428073,-73.60043114,45.5242453,1,NORMAL,Double,PM717,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM717,-73.60043479,45.52428073,-73.60038817,45.52429288,1,NORMAL,Double,PM716,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM720,-73.60029632,45.52442662,-73.60027126,45.5244186,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM721,-73.60023176,45.52449707,-73.6002286,45.52446448,1,NORMAL,Double,PM722,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM722,-73.60023176,45.52449707,-73.60018802,45.52450947,1,NORMAL,Double,PM721,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM723,-73.6001869,45.52454774,-73.60014655,45.52455406,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM729,-73.60023893,45.52423696,-73.60027418,45.52423842,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM732,-73.60015112,45.52432576,-73.60016779,45.52435295,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM733,-73.60011757,45.52436177,-73.60012941,45.52439422,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM734,-73.60003838,45.52444782,-73.60008779,45.52443897,1,NORMAL,Double,PM735,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM735,-73.60003838,45.52444782,-73.60004541,45.52448376,1,NORMAL,Double,PM734,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM738,-73.59992315,45.52483352,-73.59991663,45.52480396,1,NORMAL,Double,PM739,Saint-Viateur,0,Régulier Payez-Partez,300,S,
PM739,-73.59992315,45.52483352,-73.59987994,45.52484467,1,NORMAL,Double,PM738,Saint-Viateur,0,Régulier Payez-Partez,300,S,
PM740,-73.59983834,45.52492373,-73.599837,45.52489085,1,NORMAL,Double,PM741,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM741,-73.59983834,45.52492373,-73.59979519,45.52493581,1,NORMAL,Double,PM740,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM745,-73.59965106,45.5251248,-73.59963599,45.525107,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM752,-73.59970735,45.5248164,-73.59974153,45.52481227,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM753,-73.59965927,45.52486744,-73.59970406,45.52485388,1,NORMAL,Double,PM754,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM754,-73.59965927,45.52486744,-73.5996637,45.52489712,1,NORMAL,Double,PM753,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM756,-73.59952078,45.52501459,-73.5995652,45.52500264,1,NORMAL,Double,PM757,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM757,-73.59952078,45.52501459,-73.59952295,45.52504791,1,NORMAL,Double,PM756,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM764,-73.59932725,45.52547301,-73.59928483,45.52548508,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM765,-73.5992726,45.52553412,-73.59924741,45.52552674,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM767,-73.59917633,45.52564183,-73.59916358,45.52562078,1,NORMAL,Simple,,Saint-Viateur,0,Régulier Payez-Partez,300,S,
PM773,-73.59913397,45.52543765,-73.59918048,45.52542296,1,NORMAL,Simple,,Saint-Viateur,1,Régulier Payez-Partez,300,S,
PM832,-73.59555132,45.52284573,-73.59552501,45.52283677,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM833,-73.59553215,45.52286879,-73.59548525,45.52287958,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM834,-73.59546136,45.52294651,-73.5954433,45.52292475,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM835,-73.5954361,45.52297522,-73.59540481,45.5229691,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM837,-73.59535601,45.52306587,-73.59531475,45.52306607,1,NORMAL,Simple,,Fairmount,0,Régulier Payez-Partez,300,S,
PM844,-73.59537549,45.52281401,-73.59541966,45.5228041,1,NORMAL,Double,PM845,Fairmount,1,Régulier Payez-Partez,300,S,
PM845,-73.59537549,45.52281401,-73.59537754,45.52284946,1,NORMAL,Double,PM844,Fairmount,1,Régulier Payez-Partez,300,S,
PM846,-73.59532638,45.52286953,-73.59533542,45.52289481,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM847,-73.59527148,45.52292984,-73.59529682,45.52293637,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM856,-73.5949512,45.52349547,-73.59494537,45.5234638,1,NORMAL,Double,PM857,Fairmount,1,Régulier Payez-Partez,300,S,
PM857,-73.5949512,45.52349547,-73.59490693,45.5235076,1,NORMAL,Double,PM856,Fairmount,1,Régulier Payez-Partez,300,S,
PM858,-73.59490667,45.52354537,-73.59486838,45.52354911,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM866,-73.59484291,45.52339464,-73.59484801,45.52341963,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM867,-73.5948009,45.52344104,-73.59480948,45.52346111,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM868,-73.59474067,45.52350757,-73.59477157,45.52350193,1,NORMAL,Simple,,Fairmount,0,Régulier Payez-Partez,300,S,
PM870,-73.59466164,45.52358694,-73.59468375,45.52359648,1,NORMAL,Simple,,Fairmount,1,Régulier Payez-Partez,300,S,
PM871,-73.59460007,45.52365371,-73.59464226,45.52364116,1,NORMAL,Double,PM872,Fairmount,1,Régulier Payez-Partez,300,S,
PM872,-73.59460007,45.52365371,-73.59459855,45.52368823,1,NORMAL,Double,PM871,Fairmount,1,Régulier Payez-Partez,300,S,
PM894,-73.59499709,45.52016103,-73.59500205,45.52019724,1,NORMAL,Double,PM895,Jeanne-Mance,0,Régulier Payez-Partez,300,S,
PM895,-73.59499709,45.52016103,-73.59494251,45.52017144,1,NORMAL,Double,PM894,Jeanne-Mance,0,Régulier Payez-Partez,300,S,
PN104,-73.60203756,45.52714271,-73.60197149,45.52716587,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN105,-73.6019141,45.52708489,-73.60191074,45.52713788,1,NORMAL,Double,PN106,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN106,-73.6019141,45.52708489,-73.60184725,45.52710863,1,NORMAL,Double,PN105,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN107,-73.60184926,45.52705554,-73.60178272,45.52707889,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN110,-73.60157915,45.52693036,-73.60157708,45.52698413,1,NORMAL,Double,PN111,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN111,-73.60157915,45.52693036,-73.60151156,45.52695394,1,NORMAL,Double,PN110,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN112,-73.60147921,45.52688488,-73.60144786,45.52692459,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN123,-73.60074861,45.5265538,-73.60074998,45.52660407,1,NORMAL,Double,PN124,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN124,-73.60074861,45.5265538,-73.60068333,45.52657441,1,NORMAL,Double,PN123,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN125,-73.60061962,45.52649515,-73.60062008,45.52654526,1,NORMAL,Double,PN126,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN126,-73.60061962,45.52649515,-73.60055682,45.52651611,1,NORMAL,Double,PN125,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN133,-73.60014063,45.52627007,-73.60013798,45.5263231,1,NORMAL,Double,PN134,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN134,-73.60014063,45.52627007,-73.60007365,45.52629345,1,NORMAL,Double,PN133,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN135,-73.60001231,45.52621071,-73.60000931,45.5262638,1,NORMAL,Double,PN136,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN136,-73.60001231,45.52621071,-73.59994882,45.52623593,1,NORMAL,Double,PN135,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN139,-73.59985062,45.52614685,-73.59978822,45.52616192,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN140,-73.59971325,45.52608446,-73.59972019,45.52613057,1,NORMAL,Double,PN141,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN141,-73.59971325,45.52608446,-73.59965135,45.52610012,1,NORMAL,Double,PN140,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN146,-73.59930889,45.52589894,-73.59931574,45.52594398,1,NORMAL,Double,PN147,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN147,-73.59930889,45.52589894,-73.59925193,45.52591457,1,NORMAL,Double,PN146,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN148,-73.59917613,45.52583922,-73.59918636,45.52588435,1,NORMAL,Double,PN149,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN149,-73.59917613,45.52583922,-73.59912457,45.52585588,1,NORMAL,Double,PN148,Saint-Laurent,0,Régulier Payez-Partez,300,S,
PN158,-73.60164935,45.52715693,-73.60169081,45.52715438,1,NORMAL,Double,PN159,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN159,-73.60164935,45.52715693,-73.60163167,45.52712713,1,NORMAL,Double,PN158,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN160,-73.60152107,45.52709744,-73.60156661,45.52709715,1,NORMAL,Double,PN161,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN161,-73.60152107,45.52709744,-73.60150712,45.52706974,1,NORMAL,Double,PN160,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN164,-73.60123682,45.5269979,-73.60130421,45.52697624,1,NORMAL,Double,PN165,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN165,-73.60123682,45.5269979,-73.60123915,45.52694625,1,NORMAL,Double,PN164,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN166,-73.60110588,45.52693796,-73.60117408,45.52691627,1,NORMAL,Double,PN167,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN167,-73.60110588,45.52693796,-73.60110776,45.52688571,1,NORMAL,Double,PN166,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN168,-73.60099423,45.5268541,-73.60104144,45.52685515,1,NORMAL,Double,PN169,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN169,-73.60099423,45.5268541,-73.60097512,45.52682459,1,NORMAL,Double,PN168,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN170,-73.60084082,45.52681549,-73.6009088,45.52679403,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN171,-73.60077398,45.5267853,-73.60084135,45.52676294,1,NORMAL,Double,PN172,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN172,-73.60077398,45.5267853,-73.60077602,45.52673284,1,NORMAL,Double,PN171,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN173,-73.60064185,45.52672369,-73.60070931,45.5267021,1,NORMAL,Double,PN174,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN174,-73.60064185,45.52672369,-73.6006426,45.52667136,1,NORMAL,Double,PN173,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN175,-73.6005084,45.526663,-73.60057589,45.52664062,1,NORMAL,Double,PN176,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN176,-73.6005084,45.526663,-73.60050918,45.52660988,1,NORMAL,Double,PN175,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN177,-73.60037522,45.52660203,-73.60044443,45.52658004,1,NORMAL,Double,PN178,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN178,-73.60037522,45.52660203,-73.60037618,45.52654858,1,NORMAL,Double,PN177,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN179,-73.60024381,45.52653977,-73.60030997,45.52651808,1,NORMAL,Double,PN180,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN180,-73.60024381,45.52653977,-73.600243,45.52648841,1,NORMAL,Double,PN179,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN181,-73.60011102,45.52647897,-73.6001768,45.5264579,1,NORMAL,Double,PN182,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN182,-73.60011102,45.52647897,-73.60011059,45.52642739,1,NORMAL,Double,PN181,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN183,-73.5999799,45.52641894,-73.6000462,45.52639772,1,NORMAL,Double,PN184,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN184,-73.5999799,45.52641894,-73.59998023,45.52636731,1,NORMAL,Double,PN183,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN185,-73.59985194,45.52636036,-73.59991813,45.52633908,1,NORMAL,Double,PN186,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN186,-73.59985194,45.52636036,-73.59985215,45.52630868,1,NORMAL,Double,PN185,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN187,-73.59972883,45.52630281,-73.59979068,45.52628095,1,NORMAL,Double,PN188,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN188,-73.59972883,45.52630281,-73.59972843,45.52625226,1,NORMAL,Double,PN187,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN189,-73.59959934,45.52624437,-73.59966475,45.52622292,1,NORMAL,Double,PN190,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN190,-73.59959934,45.52624437,-73.59959976,45.52619368,1,NORMAL,Double,PN189,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN191,-73.59946975,45.52618459,-73.59953523,45.52616394,1,NORMAL,Double,PN192,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN192,-73.59946975,45.52618459,-73.59947228,45.52613631,1,NORMAL,Double,PN191,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN195,-73.59925545,45.52608165,-73.59931572,45.526065,1,NORMAL,Double,PN196,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN196,-73.59925545,45.52608165,-73.5992486,45.52603485,1,NORMAL,Double,PN195,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN197,-73.59911387,45.52601672,-73.59917808,45.52600235,1,NORMAL,Double,PN198,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN198,-73.59911387,45.52601672,-73.59910879,45.52597153,1,NORMAL,Double,PN197,Saint-Laurent,1,Régulier Payez-Partez,300,S,
PN205,-73.59796354,45.52631848,-73.59797608,45.52634594,1,NORMAL,Double,PN206,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN206,-73.59796354,45.52631848,-73.59791656,45.52631866,1,NORMAL,Double,PN205,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN207,-73.59783476,45.52625961,-73.59785252,45.52628931,1,NORMAL,Double,PN208,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN208,-73.59783476,45.52625961,-73.59778816,45.5262598,1,NORMAL,Double,PN207,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN209,-73.59770598,45.52620074,-73.59772379,45.5262303,1,NORMAL,Double,PN210,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN210,-73.59770598,45.52620074,-73.59765942,45.5262008,1,NORMAL,Double,PN209,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN211,-73.5975772,45.52614187,-73.59759505,45.5261713,1,NORMAL,Double,PN212,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN212,-73.5975772,45.52614187,-73.59753069,45.52614179,1,NORMAL,Double,PN211,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN213,-73.59744869,45.52608313,-73.59746632,45.52611229,1,NORMAL,Simple,,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN217,-73.59724335,45.52598926,-73.59724487,45.52601079,1,NORMAL,Simple,,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN218,-73.59716825,45.52595492,-73.59718464,45.52598318,1,NORMAL,Double,PN219,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN219,-73.59716825,45.52595492,-73.59712442,45.52595558,1,NORMAL,Double,PN218,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN222,-73.59691819,45.5258406,-73.59693077,45.52586848,1,NORMAL,Double,PN223,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN223,-73.59691819,45.5258406,-73.59687602,45.52584339,1,NORMAL,Double,PN222,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN226,-73.59671214,45.52574615,-73.59672543,45.52577436,1,NORMAL,Double,PN227,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN227,-73.59671214,45.52574615,-73.59666511,45.52574671,1,NORMAL,Double,PN226,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN228,-73.59658343,45.52568716,-73.59660032,45.52571702,1,NORMAL,Double,PN229,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN229,-73.59658343,45.52568716,-73.59653597,45.52568752,1,NORMAL,Double,PN228,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN230,-73.5964612,45.52563113,-73.59647161,45.52565802,1,NORMAL,Double,PN231,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN231,-73.5964612,45.52563113,-73.5964122,45.52563079,1,NORMAL,Double,PN230,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN234,-73.59621578,45.52552006,-73.59621262,45.52553931,1,NORMAL,Simple,,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN235,-73.59611949,45.52547563,-73.59614084,45.52550641,1,NORMAL,Double,PN236,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN236,-73.59611949,45.52547563,-73.59606999,45.52547393,1,NORMAL,Double,PN235,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN237,-73.59597815,45.52541085,-73.59599914,45.52544145,1,NORMAL,Double,PN238,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN238,-73.59597815,45.52541085,-73.59593158,45.52541049,1,NORMAL,Double,PN237,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN239,-73.59584938,45.52535197,-73.59586716,45.52538096,1,NORMAL,Double,PN240,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN240,-73.59584938,45.52535197,-73.59580275,45.52535143,1,NORMAL,Double,PN239,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN241,-73.59573778,45.52530096,-73.59573833,45.5253219,1,NORMAL,Simple,,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN242,-73.59565515,45.52526318,-73.59567391,45.52529237,1,NORMAL,Double,PN243,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN243,-73.59565515,45.52526318,-73.59560841,45.52526235,1,NORMAL,Double,PN242,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN244,-73.59552421,45.52520331,-73.5955429,45.52523232,1,NORMAL,Double,PN245,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN245,-73.59552421,45.52520331,-73.5954774,45.5252023,1,NORMAL,Double,PN244,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN250,-73.59805519,45.52650496,-73.59810364,45.52650343,1,NORMAL,Double,PN251,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN251,-73.59805519,45.52650496,-73.59803619,45.52647251,1,NORMAL,Double,PN250,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN252,-73.59792001,45.52644308,-73.59796874,45.5264416,1,NORMAL,Double,PN253,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN253,-73.59792001,45.52644308,-73.5979013,45.52641068,1,NORMAL,Double,PN252,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN254,-73.59778485,45.52638122,-73.59783385,45.52637977,1,NORMAL,Double,PN255,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN255,-73.59778485,45.52638122,-73.5977664,45.52634886,1,NORMAL,Double,PN254,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN285,-73.59581736,45.52548403,-73.59586403,45.52548155,1,NORMAL,Double,PN286,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN286,-73.59581736,45.52548403,-73.59579966,45.52545204,1,NORMAL,Double,PN285,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN287,-73.59568867,45.52542504,-73.59573527,45.52542253,1,NORMAL,Double,PN288,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN288,-73.59568867,45.52542504,-73.59567088,45.52539302,1,NORMAL,Double,PN287,Saint-Dominique,1,Parcojour Payez-Partez,250,S,800
PN289,-73.59555999,45.52536605,-73.5956065,45.5253635,1,NORMAL,Double,PN290,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN290,-73.59555999,45.52536605,-73.59554264,45.52533423,1,NORMAL,Double,PN289,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN291,-73.59549557,45.52533665,-73.59547879,45.52530496,1,NORMAL,Simple,,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN292,-73.5953667,45.52527787,-73.59541494,45.52527569,1,NORMAL,Double,PN293,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN293,-73.5953667,45.52527787,-73.59535109,45.52524643,1,NORMAL,Double,PN292,Saint-Dominique,0,Parcojour Payez-Partez,250,S,800
PN301,-73.60112526,45.52776393,-73.60114381,45.52779443,1,NORMAL,Simple,,Saint-Dominique,1,Parcojour Payez-Partez,300,S,800
PN302,-73.60106061,45.52773473,-73.6010785,45.5277645,1,NORMAL,Double,PN303,Saint-Dominique,1,Parcojour Payez-Partez,300,S,800
PN303,-73.60106061,45.52773473,-73.60101319,45.52773457,1,NORMAL,Double,PN302,Saint-Dominique,1,Parcojour Payez-Partez,300,S,800
PN311,-73.6005188,45.52748707,-73.60053606,45.5275159,1,NORMAL,Double,PN312,Saint-Dominique,0,Parcojour Payez-Partez,300,S,800
